Prot.FCC,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
0.314683078,1,0,1,1,1,0,0,1,0,1
-1.767794154,1,0,1,1,1,0,0,1,0,1
0.760227487,1,0,0,0,0,0,0,0,1,0
0.988424194,1,0,0,0,0,0,0,0,1,0
1.085202116,1,0,0,0,0,0,0,0,1,0
1.396542292,1,0,0,0,0,0,0,0,1,0
0.536563512,1,1,0,1,1,1,1,1,1,1
0.001230791,1,1,0,1,1,1,1,1,1,1
-3.516568368,0,0,0,1,0,1,1,0,1,1
0.782746196,0,0,0,1,0,1,1,0,1,1
0.322379676,0,1,0,1,1,1,0,0,1,0
4.859178329,0,1,0,1,1,1,0,0,1,0
4.862501789,0,1,0,1,1,1,0,0,1,0
1.767577488,0,1,0,1,1,1,0,0,1,0
-0.084924268,0,1,0,1,1,1,0,0,1,0
0.255919075,0,1,0,1,1,1,0,0,1,0
3.022700033,0,1,0,1,1,1,0,0,1,0
2.970425726,0,1,0,1,1,1,0,0,1,0
-0.60938551,0,1,1,0,0,0,1,1,1,1
-0.165420094,0,1,1,0,0,0,1,1,1,1
0.21939623,1,0,1,0,0,1,1,0,0,0
0.065092384,1,0,1,0,0,1,1,0,0,0
-0.677160866,1,1,1,1,1,1,0,0,1,1
0.063092572,1,1,1,1,1,1,0,0,1,1
-0.42352842,1,1,1,0,0,0,1,1,0,1
-0.048878549,1,1,1,0,0,0,1,1,0,1
-0.23176033,1,0,1,0,1,0,0,1,1,1
0.293546991,1,0,1,0,1,0,0,1,1,1
0.259023316,0,1,1,0,1,0,1,1,1,1
-0.986098958,0,1,1,0,1,0,1,1,1,1
0.634781301,0,1,1,0,1,0,1,1,1,1
0.831653183,0,1,1,0,1,0,1,1,1,1
-0.226277224,0,1,1,0,1,0,1,1,1,1
-0.152033616,0,1,1,0,1,0,1,1,1,1
-0.221392281,0,1,1,0,1,0,1,1,1,1
-0.325012905,0,1,1,0,1,0,1,1,1,1
-0.685348053,0,1,0,0,1,0,1,1,1,0
-0.135734208,0,1,0,0,1,0,1,1,1,0
-0.342744314,0,1,0,0,0,1,1,1,0,1
0.190169109,0,1,0,0,0,1,1,1,0,1
-0.215988561,0,1,0,1,0,1,1,1,1,1
0.099689275,0,1,0,1,0,1,1,1,1,1
-0.623380563,0,1,1,1,1,0,0,1,1,1
-0.85947424,0,1,1,1,1,0,0,1,1,1
-0.922328844,0,1,1,1,1,0,0,1,1,1
-0.534370156,0,1,1,1,1,0,0,1,1,1
-0.131621204,0,1,1,1,1,0,0,1,1,1
-0.076443447,0,1,1,1,1,0,0,1,1,1
-0.312175607,0,1,1,1,1,0,0,1,1,1
-1.143624038,0,1,1,1,1,0,0,1,1,1
3.56383818,0,0,1,1,1,1,0,1,1,0
0.354993377,0,0,1,1,1,1,0,1,1,0
-0.555340786,0,0,1,1,1,0,1,0,0,1
-0.27372816,0,0,1,1,1,0,1,0,0,1
0.322379676,0,1,0,1,1,1,0,0,1,0
4.859178329,0,1,0,1,1,1,0,0,1,0
4.862501789,0,1,0,1,1,1,0,0,1,0
1.767577488,0,1,0,1,1,1,0,0,1,0
-0.084924268,0,1,0,1,1,1,0,0,1,0
0.255919075,0,1,0,1,1,1,0,0,1,0
3.022700033,0,1,0,1,1,1,0,0,1,0
2.970425726,0,1,0,1,1,1,0,0,1,0
0.656678611,1,0,1,1,0,0,1,1,0,0
0.124947254,1,0,1,1,0,0,1,1,0,0
-0.712838886,1,1,1,1,1,0,1,1,1,1
-0.243255776,1,1,1,1,1,0,1,1,1,1
-0.732497926,1,1,1,1,1,0,1,1,0,1
0.196262347,1,1,1,1,1,0,1,1,0,1
0.091058079,1,1,1,0,1,0,0,1,1,0
1.811357995,1,1,1,0,1,0,0,1,1,0
-0.108140007,1,1,1,0,1,0,0,1,1,0
0.16253154,1,1,1,0,1,0,0,1,1,0
-1.094133457,1,0,1,1,0,0,1,1,0,1
0.047994048,1,0,1,1,0,0,1,1,0,1
-0.980308449,1,0,0,1,0,1,1,1,0,1
-0.040143721,1,0,0,1,0,1,1,1,0,1
0.259023316,0,1,1,0,1,0,1,1,1,1
-0.986098958,0,1,1,0,1,0,1,1,1,1
0.634781301,0,1,1,0,1,0,1,1,1,1
0.831653183,0,1,1,0,1,0,1,1,1,1
-0.226277224,0,1,1,0,1,0,1,1,1,1
-0.152033616,0,1,1,0,1,0,1,1,1,1
-0.221392281,0,1,1,0,1,0,1,1,1,1
-0.325012905,0,1,1,0,1,0,1,1,1,1
0.298710608,0,1,1,0,1,0,1,0,1,1
-0.070367742,0,1,1,0,1,0,1,0,1,1
-0.623380563,0,1,1,1,1,0,0,1,1,1
-0.85947424,0,1,1,1,1,0,0,1,1,1
-0.922328844,0,1,1,1,1,0,0,1,1,1
-0.534370156,0,1,1,1,1,0,0,1,1,1
-0.131621204,0,1,1,1,1,0,0,1,1,1
-0.076443447,0,1,1,1,1,0,0,1,1,1
-0.312175607,0,1,1,1,1,0,0,1,1,1
-1.143624038,0,1,1,1,1,0,0,1,1,1
-0.436947357,0,0,1,0,0,1,1,0,0,1
-0.008631669,0,0,1,0,0,1,1,0,0,1
-0.027699999,0,0,0,1,1,0,1,1,1,0
0.091625796,0,0,0,1,1,0,1,1,1,0
-0.075626355,0,0,0,0,1,1,1,1,0,1
-0.017732543,0,0,0,0,1,1,1,1,0,1
0.322379676,0,1,0,1,1,1,0,0,1,0
4.859178329,0,1,0,1,1,1,0,0,1,0
4.862501789,0,1,0,1,1,1,0,0,1,0
1.767577488,0,1,0,1,1,1,0,0,1,0
-0.084924268,0,1,0,1,1,1,0,0,1,0
0.255919075,0,1,0,1,1,1,0,0,1,0
3.022700033,0,1,0,1,1,1,0,0,1,0
2.970425726,0,1,0,1,1,1,0,0,1,0
0.091058079,1,1,1,0,1,0,0,1,1,0
1.811357995,1,1,1,0,1,0,0,1,1,0
-0.108140007,1,1,1,0,1,0,0,1,1,0
0.16253154,1,1,1,0,1,0,0,1,1,0
-1.93087052,1,1,0,1,1,0,1,1,0,1
-0.204468915,1,1,0,1,1,0,1,1,0,1
-2.253041877,1,0,0,1,1,1,1,0,0,1
-0.431228542,1,0,0,1,1,1,1,0,0,1
0.663062408,1,0,1,1,0,1,1,1,1,0
-0.329244737,1,0,1,1,0,1,1,1,1,0
-2.530248675,0,1,1,0,0,0,1,1,0,0
-0.398073139,0,1,1,0,0,0,1,1,0,0
0.259023316,0,1,1,0,1,0,1,1,1,1
-0.986098958,0,1,1,0,1,0,1,1,1,1
0.634781301,0,1,1,0,1,0,1,1,1,1
0.831653183,0,1,1,0,1,0,1,1,1,1
-0.226277224,0,1,1,0,1,0,1,1,1,1
-0.152033616,0,1,1,0,1,0,1,1,1,1
-0.221392281,0,1,1,0,1,0,1,1,1,1
-0.325012905,0,1,1,0,1,0,1,1,1,1
-0.623380563,0,1,1,1,1,0,0,1,1,1
-0.85947424,0,1,1,1,1,0,0,1,1,1
-0.922328844,0,1,1,1,1,0,0,1,1,1
-0.534370156,0,1,1,1,1,0,0,1,1,1
-0.131621204,0,1,1,1,1,0,0,1,1,1
-0.076443447,0,1,1,1,1,0,0,1,1,1
-0.312175607,0,1,1,1,1,0,0,1,1,1
-1.143624038,0,1,1,1,1,0,0,1,1,1
-0.643384858,0,1,1,0,1,1,1,1,0,1
-0.208785838,0,1,1,0,1,1,1,1,0,1
1.289843753,0,0,1,0,1,0,0,1,1,0
-0.235266157,0,0,1,0,1,0,0,1,1,0
-1.461538833,0,0,0,0,1,1,1,1,1,0
-3.206569637,0,0,0,0,1,1,1,1,1,0
-0.244295507,0,0,0,0,1,1,1,1,1,0
-1.352311205,0,0,0,0,1,1,1,1,1,0
0.897534497,0,0,0,1,1,0,1,1,0,0
1.067048526,0,0,0,1,1,0,1,1,0,0
-0.268877039,0,0,0,1,1,0,1,1,0,0
-0.256555056,0,0,0,1,1,0,1,1,0,0
-0.417668136,0,0,1,1,1,0,1,1,1,1
-0.331423812,0,0,1,1,1,0,1,1,1,1
0.322379676,0,1,0,1,1,1,0,0,1,0
4.859178329,0,1,0,1,1,1,0,0,1,0
4.862501789,0,1,0,1,1,1,0,0,1,0
1.767577488,0,1,0,1,1,1,0,0,1,0
-0.084924268,0,1,0,1,1,1,0,0,1,0
0.255919075,0,1,0,1,1,1,0,0,1,0
3.022700033,0,1,0,1,1,1,0,0,1,0
2.970425726,0,1,0,1,1,1,0,0,1,0
1.826602624,0,0,0,0,0,0,1,0,1,1
1.313816132,0,0,0,0,0,0,1,0,1,1
0.491239802,1,0,1,0,0,0,1,1,1,1
-0.289383243,1,0,1,0,0,0,1,1,1,1
-2.844432741,1,1,1,0,1,0,1,0,0,1
-1.349162501,1,1,1,0,1,0,1,0,0,1
-1.249823654,1,0,1,0,1,0,1,1,0,0
-0.940439148,1,0,1,0,1,0,1,1,0,0
1.732335472,0,0,1,0,0,1,1,1,0,1
1.018023637,0,0,1,0,0,1,1,1,0,1
0.259023316,0,1,1,0,1,0,1,1,1,1
-0.986098958,0,1,1,0,1,0,1,1,1,1
0.634781301,0,1,1,0,1,0,1,1,1,1
0.831653183,0,1,1,0,1,0,1,1,1,1
-0.226277224,0,1,1,0,1,0,1,1,1,1
-0.152033616,0,1,1,0,1,0,1,1,1,1
-0.221392281,0,1,1,0,1,0,1,1,1,1
-0.325012905,0,1,1,0,1,0,1,1,1,1
-3.209188406,0,1,1,0,0,1,0,1,1,0
-1.362049186,0,1,1,0,0,1,0,1,1,0
1.683393304,0,1,1,0,0,1,1,0,1,1
0.589254604,0,1,1,0,0,1,1,0,1,1
-0.623380563,0,1,1,1,1,0,0,1,1,1
-0.85947424,0,1,1,1,1,0,0,1,1,1
-0.922328844,0,1,1,1,1,0,0,1,1,1
-0.534370156,0,1,1,1,1,0,0,1,1,1
-0.131621204,0,1,1,1,1,0,0,1,1,1
-0.076443447,0,1,1,1,1,0,0,1,1,1
-0.312175607,0,1,1,1,1,0,0,1,1,1
-1.143624038,0,1,1,1,1,0,0,1,1,1
1.644534195,0,0,1,1,1,1,0,1,1,1
1.127017183,0,0,1,1,1,1,0,1,1,1
-1.461538833,0,0,0,0,1,1,1,1,1,0
-3.206569637,0,0,0,0,1,1,1,1,1,0
-0.244295507,0,0,0,0,1,1,1,1,1,0
-1.352311205,0,0,0,0,1,1,1,1,1,0
0.897534497,0,0,0,1,1,0,1,1,0,0
1.067048526,0,0,0,1,1,0,1,1,0,0
-0.268877039,0,0,0,1,1,0,1,1,0,0
-0.256555056,0,0,0,1,1,0,1,1,0,0
0.616289116,0,1,0,0,1,0,0,0,0,1
1.784364468,0,1,0,0,1,0,0,0,0,1
3.834281959,0,1,0,0,1,0,0,0,0,1
2.472615784,0,1,0,0,1,0,0,0,0,1
-0.033701201,0,1,0,0,1,0,0,0,0,1
0.252867705,0,1,0,0,1,0,0,0,0,1
1.102577342,0,1,0,0,1,0,0,0,0,1
2.475851581,0,1,0,0,1,0,0,0,0,1
-0.315011781,0,1,0,1,1,1,1,1,0,1
0.079412523,0,1,0,1,1,1,1,1,0,1
0.574539793,0,1,0,1,1,0,1,1,1,0
-0.011638627,0,1,0,1,1,0,1,1,1,0
0.377073411,1,1,1,1,1,0,1,1,1,1
-0.425851245,1,1,1,1,1,0,1,1,1,1
2.020224654,1,1,1,1,1,0,1,1,1,1
2.791081732,1,1,1,1,1,0,1,1,1,1
-0.146584944,1,1,1,1,1,0,1,1,1,1
-0.193286034,1,1,1,1,1,0,1,1,1,1
-0.005761857,1,1,1,1,1,0,1,1,1,1
0.651809129,1,1,1,1,1,0,1,1,1,1
-0.10130581,1,1,0,1,1,1,0,1,0,1
0.159456178,1,1,0,1,1,1,0,1,0,1
-0.062737939,0,1,1,1,1,1,1,1,1,0
-0.215045496,0,1,1,1,1,1,1,1,1,0
-0.010974927,0,1,1,1,1,1,1,1,1,0
-0.132549347,0,1,1,1,1,1,1,1,1,0
-0.309583015,0,1,1,1,1,1,0,0,1,0
-0.181029582,0,1,1,1,1,1,0,0,1,0
-0.17918175,0,1,0,1,1,0,1,1,0,1
-0.047590267,0,1,0,1,1,0,1,1,0,1
0.262406441,1,1,1,0,1,0,0,0,0,0
-0.353995298,1,1,1,0,1,0,0,0,0,0
-0.081677687,1,1,1,0,1,0,0,0,0,0
-0.002371792,1,1,1,0,1,0,0,0,0,0
-0.186203836,1,1,0,1,1,1,1,1,0,0
-0.480453168,1,1,0,1,1,1,1,1,0,0
-1.867613896,1,1,0,1,1,1,1,1,0,0
-4.226843289,1,1,0,1,1,1,1,1,0,0
0.00601784,1,1,0,1,1,1,1,1,0,0
-0.249550458,1,1,0,1,1,1,1,1,0,0
-0.15541868,1,1,0,1,1,1,1,1,0,0
-0.343832381,1,1,0,1,1,1,1,1,0,0
-0.211220724,1,1,1,0,1,0,0,1,1,0
0.173043259,1,1,1,0,1,0,0,1,1,0
-0.207414623,0,1,1,1,1,1,0,1,1,0
0.023782452,0,1,1,1,1,1,0,1,1,0
-0.257649284,0,1,0,1,1,1,1,1,0,1
0.071484983,0,1,0,1,1,1,1,1,0,1
0.616289116,0,1,0,0,1,0,0,0,0,1
1.784364468,0,1,0,0,1,0,0,0,0,1
3.834281959,0,1,0,0,1,0,0,0,0,1
2.472615784,0,1,0,0,1,0,0,0,0,1
-0.033701201,0,1,0,0,1,0,0,0,0,1
0.252867705,0,1,0,0,1,0,0,0,0,1
1.102577342,0,1,0,0,1,0,0,0,0,1
2.475851581,0,1,0,0,1,0,0,0,0,1
0.377073411,1,1,1,1,1,0,1,1,1,1
-0.425851245,1,1,1,1,1,0,1,1,1,1
2.020224654,1,1,1,1,1,0,1,1,1,1
2.791081732,1,1,1,1,1,0,1,1,1,1
-0.146584944,1,1,1,1,1,0,1,1,1,1
-0.193286034,1,1,1,1,1,0,1,1,1,1
-0.005761857,1,1,1,1,1,0,1,1,1,1
0.651809129,1,1,1,1,1,0,1,1,1,1
-0.062737939,0,1,1,1,1,1,1,1,1,0
-0.215045496,0,1,1,1,1,1,1,1,1,0
-0.010974927,0,1,1,1,1,1,1,1,1,0
-0.132549347,0,1,1,1,1,1,1,1,1,0
0.262406441,1,1,1,0,1,0,0,0,0,0
-0.353995298,1,1,1,0,1,0,0,0,0,0
-0.081677687,1,1,1,0,1,0,0,0,0,0
-0.002371792,1,1,1,0,1,0,0,0,0,0
0.252153956,1,1,1,0,1,1,1,0,0,0
0.037811199,1,1,1,0,1,1,1,0,0,0
0.002259549,1,1,1,1,1,1,0,1,1,0
0.041312573,1,1,1,1,1,1,0,1,1,0
-0.518301989,1,1,1,0,1,1,0,1,0,1
0.145520779,1,1,1,0,1,1,0,1,0,1
-0.186203836,1,1,0,1,1,1,1,1,0,0
-0.480453168,1,1,0,1,1,1,1,1,0,0
-1.867613896,1,1,0,1,1,1,1,1,0,0
-4.226843289,1,1,0,1,1,1,1,1,0,0
0.00601784,1,1,0,1,1,1,1,1,0,0
-0.249550458,1,1,0,1,1,1,1,1,0,0
-0.15541868,1,1,0,1,1,1,1,1,0,0
-0.343832381,1,1,0,1,1,1,1,1,0,0
-0.34014014,1,1,0,1,1,1,0,1,1,1
-0.029627487,1,1,0,1,1,1,0,1,1,1
-0.41819088,1,1,0,1,1,1,0,1,0,1
0.198637582,1,1,0,1,1,1,0,1,0,1
-0.41661341,0,1,1,1,1,1,1,0,0,1
-0.132582854,0,1,1,1,1,1,1,0,0,1
-0.353241179,0,1,1,1,1,1,1,0,1,0
0.05226178,0,1,1,1,1,1,1,0,1,0
1.483054831,0,1,0,0,1,1,0,1,0,0
0.011556354,0,1,0,0,1,1,0,1,0,0
0.616289116,0,1,0,0,1,0,0,0,0,1
1.784364468,0,1,0,0,1,0,0,0,0,1
3.834281959,0,1,0,0,1,0,0,0,0,1
2.472615784,0,1,0,0,1,0,0,0,0,1
-0.033701201,0,1,0,0,1,0,0,0,0,1
0.252867705,0,1,0,0,1,0,0,0,0,1
1.102577342,0,1,0,0,1,0,0,0,0,1
2.475851581,0,1,0,0,1,0,0,0,0,1
0.377073411,1,1,1,1,1,0,1,1,1,1
-0.425851245,1,1,1,1,1,0,1,1,1,1
2.020224654,1,1,1,1,1,0,1,1,1,1
2.791081732,1,1,1,1,1,0,1,1,1,1
-0.146584944,1,1,1,1,1,0,1,1,1,1
-0.193286034,1,1,1,1,1,0,1,1,1,1
-0.005761857,1,1,1,1,1,0,1,1,1,1
0.651809129,1,1,1,1,1,0,1,1,1,1
1.110294584,0,1,0,0,1,1,1,1,1,0
0.086608812,0,1,0,0,1,1,1,1,1,0
-1.466637194,1,1,1,1,1,0,1,1,0,0
-1.004032488,1,1,1,1,1,0,1,1,0,0
-0.222731476,1,1,1,1,1,0,1,1,0,0
-0.599455758,1,1,1,1,1,0,1,1,0,0
0.843307746,1,1,1,1,1,0,0,0,1,0
1.227967183,1,1,1,1,1,0,0,0,1,0
-0.204146624,1,1,1,1,1,0,0,0,1,0
0.602755579,1,1,1,1,1,0,0,0,1,0
-0.826915365,1,1,1,1,1,1,1,1,0,1
-0.095612864,1,1,1,1,1,1,1,1,0,1
-0.190704775,1,1,1,1,1,1,1,1,0,1
-0.50898516,1,1,1,1,1,1,1,1,0,1
-0.398334003,1,1,0,0,1,1,0,1,1,1
0.433346924,1,1,0,0,1,1,0,1,1,1
-0.049112445,1,1,0,0,1,1,0,1,1,1
-0.22688934,1,1,0,0,1,1,0,1,1,1
-2.550465085,1,1,0,1,1,1,1,1,0,1
-4.328421939,1,1,0,1,1,1,1,1,0,1
-0.06380975,1,1,0,1,1,1,1,1,0,1
-0.776267269,1,1,0,1,1,1,1,1,0,1
-0.186203836,1,1,0,1,1,1,1,1,0,0
-0.480453168,1,1,0,1,1,1,1,1,0,0
-1.867613896,1,1,0,1,1,1,1,1,0,0
-4.226843289,1,1,0,1,1,1,1,1,0,0
0.00601784,1,1,0,1,1,1,1,1,0,0
-0.249550458,1,1,0,1,1,1,1,1,0,0
-0.15541868,1,1,0,1,1,1,1,1,0,0
-0.343832381,1,1,0,1,1,1,1,1,0,0
1.029647814,1,1,0,1,1,0,1,0,1,0
1.5533174,1,1,0,1,1,0,1,0,1,0
-0.109248089,1,1,0,1,1,0,1,0,1,0
-0.016990522,1,1,0,1,1,0,1,0,1,0
-0.06005344,1,1,0,0,1,0,0,1,1,0
0.814980263,1,1,0,0,1,0,0,1,1,0
-0.276487419,1,1,0,0,1,0,0,1,1,0
-0.391438218,1,1,0,0,1,0,0,1,1,0
-0.9004089,1,1,0,1,1,1,0,0,0,1
-1.059539791,1,1,0,1,1,1,0,0,0,1
0.020997192,1,1,0,1,1,1,0,0,0,1
-0.724771649,1,1,0,1,1,1,0,0,0,1
-0.767328874,0,1,0,1,1,1,0,1,1,1
-0.758529828,0,1,0,1,1,1,0,1,1,1
0.067237768,0,1,0,1,1,1,0,1,1,1
-0.619091178,0,1,0,1,1,1,0,1,1,1
0.616289116,0,1,0,0,1,0,0,0,0,1
1.784364468,0,1,0,0,1,0,0,0,0,1
3.834281959,0,1,0,0,1,0,0,0,0,1
2.472615784,0,1,0,0,1,0,0,0,0,1
-0.033701201,0,1,0,0,1,0,0,0,0,1
0.252867705,0,1,0,0,1,0,0,0,0,1
1.102577342,0,1,0,0,1,0,0,0,0,1
2.475851581,0,1,0,0,1,0,0,0,0,1
0.377073411,1,1,1,1,1,0,1,1,1,1
-0.425851245,1,1,1,1,1,0,1,1,1,1
2.020224654,1,1,1,1,1,0,1,1,1,1
2.791081732,1,1,1,1,1,0,1,1,1,1
-0.146584944,1,1,1,1,1,0,1,1,1,1
-0.193286034,1,1,1,1,1,0,1,1,1,1
-0.005761857,1,1,1,1,1,0,1,1,1,1
0.651809129,1,1,1,1,1,0,1,1,1,1
-1.466637194,1,1,1,1,1,0,1,1,0,0
-1.004032488,1,1,1,1,1,0,1,1,0,0
-0.222731476,1,1,1,1,1,0,1,1,0,0
-0.599455758,1,1,1,1,1,0,1,1,0,0
0.843307746,1,1,1,1,1,0,0,0,1,0
1.227967183,1,1,1,1,1,0,0,0,1,0
-0.204146624,1,1,1,1,1,0,0,0,1,0
0.602755579,1,1,1,1,1,0,0,0,1,0
-0.826915365,1,1,1,1,1,1,1,1,0,1
-0.095612864,1,1,1,1,1,1,1,1,0,1
-0.190704775,1,1,1,1,1,1,1,1,0,1
-0.50898516,1,1,1,1,1,1,1,1,0,1
2.179670912,1,1,0,0,1,1,0,1,1,0
0.477305184,1,1,0,0,1,1,0,1,1,0
-0.398334003,1,1,0,0,1,1,0,1,1,1
0.433346924,1,1,0,0,1,1,0,1,1,1
-0.049112445,1,1,0,0,1,1,0,1,1,1
-0.22688934,1,1,0,0,1,1,0,1,1,1
-2.550465085,1,1,0,1,1,1,1,1,0,1
-4.328421939,1,1,0,1,1,1,1,1,0,1
-0.06380975,1,1,0,1,1,1,1,1,0,1
-0.776267269,1,1,0,1,1,1,1,1,0,1
-0.186203836,1,1,0,1,1,1,1,1,0,0
-0.480453168,1,1,0,1,1,1,1,1,0,0
-1.867613896,1,1,0,1,1,1,1,1,0,0
-4.226843289,1,1,0,1,1,1,1,1,0,0
0.00601784,1,1,0,1,1,1,1,1,0,0
-0.249550458,1,1,0,1,1,1,1,1,0,0
-0.15541868,1,1,0,1,1,1,1,1,0,0
-0.343832381,1,1,0,1,1,1,1,1,0,0
1.029647814,1,1,0,1,1,0,1,0,1,0
1.5533174,1,1,0,1,1,0,1,0,1,0
-0.109248089,1,1,0,1,1,0,1,0,1,0
-0.016990522,1,1,0,1,1,0,1,0,1,0
-0.06005344,1,1,0,0,1,0,0,1,1,0
0.814980263,1,1,0,0,1,0,0,1,1,0
-0.276487419,1,1,0,0,1,0,0,1,1,0
-0.391438218,1,1,0,0,1,0,0,1,1,0
-0.9004089,1,1,0,1,1,1,0,0,0,1
-1.059539791,1,1,0,1,1,1,0,0,0,1
0.020997192,1,1,0,1,1,1,0,0,0,1
-0.724771649,1,1,0,1,1,1,0,0,0,1
-0.767328874,0,1,0,1,1,1,0,1,1,1
-0.758529828,0,1,0,1,1,1,0,1,1,1
0.067237768,0,1,0,1,1,1,0,1,1,1
-0.619091178,0,1,0,1,1,1,0,1,1,1
-1.252274953,1,1,1,1,1,0,1,1,0,1
-0.450490813,1,1,1,1,1,0,1,1,0,1
0.719896934,1,1,0,0,1,1,1,1,1,0
-0.076234098,1,1,0,0,1,1,1,1,1,0
0.293852352,1,0,0,0,1,1,1,1,1,1
0.957052335,1,0,0,0,1,1,1,1,1,1
1.017496872,1,0,0,0,1,1,1,1,1,1
0.610601217,1,0,0,0,1,1,1,1,1,1
-0.468860162,1,0,0,0,1,1,1,1,1,1
0.306323216,1,0,0,0,1,1,1,1,1,1
-0.527038475,1,0,0,0,1,1,1,1,1,1
0.299103367,1,0,0,0,1,1,1,1,1,1
-0.297529374,1,0,0,0,1,0,0,1,1,1
-0.534798349,1,0,0,0,1,0,0,1,1,1
3.156730455,1,0,0,0,0,0,0,0,1,1
1.288187171,1,0,0,0,0,0,0,0,1,1
0.673091893,1,0,0,0,0,1,1,1,1,1
-0.091036788,1,0,0,0,0,1,1,1,1,1
2.725832757,0,1,0,0,0,1,1,0,1,1
0.362684287,0,1,0,0,0,1,1,0,1,1
1.006385758,0,1,0,0,0,1,1,0,1,1
-0.667796421,0,1,0,0,0,1,1,0,1,1
0.251749701,0,1,0,0,0,1,1,0,1,1
-0.216569591,0,1,0,0,0,1,1,0,1,1
0.688079827,0,1,0,0,0,1,1,0,1,1
0.60720115,0,1,0,0,0,1,1,0,1,1
0.967538639,0,1,1,1,0,0,0,0,0,1
-1.491423124,0,1,1,1,0,0,0,0,0,1
0.462285036,0,1,1,1,0,0,0,0,0,1
0.616473757,0,1,1,1,0,0,0,0,0,1
-0.168804863,0,1,1,1,0,0,0,0,0,1
-0.407478953,0,1,1,1,0,0,0,0,0,1
-0.046840289,0,1,1,1,0,0,0,0,0,1
0.08070023,0,1,1,1,0,0,0,0,0,1
-1.401178899,0,0,0,1,1,1,1,0,1,1
-0.223371929,0,0,0,1,1,1,1,0,1,1
-2.801124379,0,0,0,1,1,0,1,0,0,0
-0.213341082,0,0,0,1,1,0,1,0,0,0
-2.377395037,1,0,1,1,1,1,1,1,0,1
-0.229456485,1,0,1,1,1,1,1,1,0,1
-3.602816637,1,0,1,0,1,1,1,0,1,1
-5.897380043,1,0,1,0,1,1,1,0,1,1
-4.817236177,1,0,1,0,1,1,1,0,1,1
-0.01002977,1,0,1,0,1,1,1,0,1,1
-2.481632384,1,0,1,0,1,1,1,0,1,1
-3.153337854,1,0,1,0,1,1,1,0,1,1
3.19537625,0,1,0,0,0,1,1,0,1,1
0.926487468,0,1,0,0,0,1,1,0,1,1
0.6803661,1,1,1,0,1,1,1,1,1,1
0.23671493,1,1,1,0,1,1,1,1,1,1
0.850817522,1,1,1,0,0,0,0,1,1,1
0.532616103,1,1,1,0,0,0,0,1,1,1
0.091109867,1,1,1,0,0,1,1,1,1,1
-0.18302517,1,1,1,0,0,1,1,1,1,1
-2.125168305,1,1,0,1,0,1,0,0,0,1
-0.497489422,1,1,0,1,0,1,0,0,0,1
0.293852352,1,0,0,0,1,1,1,1,1,1
0.957052335,1,0,0,0,1,1,1,1,1,1
1.017496872,1,0,0,0,1,1,1,1,1,1
0.610601217,1,0,0,0,1,1,1,1,1,1
-0.468860162,1,0,0,0,1,1,1,1,1,1
0.306323216,1,0,0,0,1,1,1,1,1,1
-0.527038475,1,0,0,0,1,1,1,1,1,1
0.299103367,1,0,0,0,1,1,1,1,1,1
0.30853876,0,1,1,0,1,1,1,1,0,1
0.128726989,0,1,1,0,1,1,1,1,0,1
-0.13250428,0,1,1,1,0,1,1,1,1,1
0.10515509,0,1,1,1,0,1,1,1,1,1
-1.632878086,0,1,0,0,0,1,1,0,1,1
0.008243698,0,1,0,0,0,1,1,0,1,1
2.725832757,0,1,0,0,0,1,1,0,1,1
0.362684287,0,1,0,0,0,1,1,0,1,1
1.006385758,0,1,0,0,0,1,1,0,1,1
-0.667796421,0,1,0,0,0,1,1,0,1,1
0.251749701,0,1,0,0,0,1,1,0,1,1
-0.216569591,0,1,0,0,0,1,1,0,1,1
0.688079827,0,1,0,0,0,1,1,0,1,1
0.60720115,0,1,0,0,0,1,1,0,1,1
-1.131472999,0,0,1,1,0,0,0,1,1,1
-0.232255887,0,0,1,1,0,0,0,1,1,1
0.967538639,0,1,1,1,0,0,0,0,0,1
-1.491423124,0,1,1,1,0,0,0,0,0,1
0.462285036,0,1,1,1,0,0,0,0,0,1
0.616473757,0,1,1,1,0,0,0,0,0,1
-0.168804863,0,1,1,1,0,0,0,0,0,1
-0.407478953,0,1,1,1,0,0,0,0,0,1
-0.046840289,0,1,1,1,0,0,0,0,0,1
0.08070023,0,1,1,1,0,0,0,0,0,1
1.379758319,1,0,1,0,0,1,0,0,1,1
0.546367997,1,0,1,0,0,1,0,0,1,1
-0.114246972,1,0,1,0,0,1,0,0,1,1
1.107662753,1,0,1,0,0,1,0,0,1,1
1.883119604,0,1,1,0,1,1,1,1,1,1
0.33328597,0,1,1,0,1,1,1,1,1,1
0.293852352,1,0,0,0,1,1,1,1,1,1
0.957052335,1,0,0,0,1,1,1,1,1,1
1.017496872,1,0,0,0,1,1,1,1,1,1
0.610601217,1,0,0,0,1,1,1,1,1,1
-0.468860162,1,0,0,0,1,1,1,1,1,1
0.306323216,1,0,0,0,1,1,1,1,1,1
-0.527038475,1,0,0,0,1,1,1,1,1,1
0.299103367,1,0,0,0,1,1,1,1,1,1
0.892637079,1,0,0,0,1,1,0,1,0,1
-1.477081908,1,0,0,0,1,1,0,1,0,1
2.725832757,0,1,0,0,0,1,1,0,1,1
0.362684287,0,1,0,0,0,1,1,0,1,1
1.006385758,0,1,0,0,0,1,1,0,1,1
